,qedırdari,sıpasdari,sıpasdar,şükrdar,sıpasdari,şükrdari,şükran,sıpasi,şükr,sıpasdar,şükrdar,sıpasdari,şükrdari,qedır bıken,sıpasi bıken,qerezdar,qereziye,mecburiyet,wecibiyet,mecburi,wecib,mecburiyet,vejib,qerez bıbo,qerezdar bıno,qereziya bıbo,mazeretîken,mazeretî,mazeret,bibore,bîvênîş,xemgînî,bibore,bibore me,mazeret xastan
qerezdar,0.9960620789116078,0.9895823231988549,0.9911867466557212,0.9905503632802739,0.9895823231988549,0.9905828439189802,0.988187679926108,0.9901060988546662,0.9845972746636225,0.9911867466557212,0.9905503632802739,0.9895823231988549,0.9905828439189802,0.9953734663105899,0.9899074772673703,0.9999999999999997,0.9946639579257357,0.9882356574752892,0.9864814728476854,0.98713832879313,0.9866049246658526,0.9882356574752892,0.9888956189792918,0.9971632577854178,0.9974728034157396,0.9944277512575526,0.9889239484057487,0.9911213020736408,0.9893614134158689,0.9880325547636103,0.9869999953385422,0.9826105661826993,0.9880325547636102,0.9913096291751105,0.9894185697436892
qereziye,0.9954050604372623,0.9938856710449566,0.9946522653541581,0.9938180167212112,0.9938856710449566,0.9939900543271885,0.991036483144143,0.9946236729106847,0.986585778746946,0.9946522653541581,0.9938180167212112,0.9938856710449566,0.9939900543271885,0.9964888887326145,0.9943101185087342,0.9946639579257357,0.9999999999999998,0.9930369088043433,0.9927423410436965,0.9902976303136624,0.9907100666684198,0.9930369088043433,0.9921340682973052,0.9943449687714985,0.992673439672088,0.994485636141107,0.9908020982957106,0.9936664881274608,0.9916909105387506,0.9912405568074873,0.9891471871847394,0.9875866781902106,0.9912405568074873,0.9922735692445332,0.9936193257519441
mecburiyet,0.9929572242134158,0.9942430479844038,0.9945645218863202,0.9942076443227524,0.9942430479844038,0.9942042031185268,0.9924382723302124,0.9948655018332726,0.9898636692485883,0.9945645218863202,0.9942076443227524,0.9942430479844038,0.9942042031185268,0.9927356672119916,0.994399474621099,0.9882356574752892,0.9930369088043433,1.0000000000000004,0.9948095524498523,0.9928126111084238,0.9923089564148865,1.0000000000000004,0.9936520934111492,0.9891739254762848,0.9861704620474762,0.9894832026288436,0.991195811283898,0.9932378319918373,0.9915221978514777,0.9913068949149285,0.9884707907887049,0.9896362471452823,0.9913068949149285,0.9909328742005304,0.9920684724373878
wecibiyet,0.9912982029114104,0.9939270284726499,0.9934606158397122,0.9929990757398474,0.9939270284726499,0.9926156529195205,0.990588781152687,0.9943303931262096,0.9875616944430204,0.9934606158397122,0.9929990757398474,0.9939270284726499,0.9926156529195205,0.9918639784706275,0.9946878494948432,0.9864814728476854,0.9927423410436965,0.9948095524498523,1.0000000000000002,0.988864818130985,0.9916101523553627,0.9948095524498523,0.9908740046691743,0.988674761174968,0.9857872087585117,0.990237508476901,0.9883770566407064,0.991035182391167,0.988799563290775,0.9906771349697068,0.9869390489063449,0.9878493542528106,0.9906771349697068,0.9903375796421522,0.991465053786289
mecburi,0.9926118674930486,0.9936973569141216,0.9938914409789078,0.996041481970131,0.9936973569141216,0.9954715052968579,0.9941547003696959,0.9942469551712345,0.9922324191547417,0.9938914409789078,0.996041481970131,0.9936973569141216,0.9954715052968579,0.9909442591627237,0.9915908190364487,0.98713832879313,0.9902976303136624,0.9928126111084238,0.988864818130985,0.9999999999999996,0.993155701199763,0.9928126111084238,0.9922201321131172,0.9888114922987197,0.9844684521418372,0.989378822333683,0.99405580602747,0.995489458951086,0.9940881123399652,0.9942279958698996,0.989962410808856,0.9901211071831749,0.9942279958698996,0.9915970248003732,0.9923316290890146
wecib,0.9929152306250757,0.9942708792690135,0.993644028996558,0.9936125916141862,0.9942708792690135,0.9938485052342931,0.9932632738603445,0.9943781440963866,0.992454976656408,0.993644028996558,0.9936125916141862,0.9942708792690135,0.9938485052342931,0.9908183348836256,0.9917357549148539,0.9866049246658526,0.9907100666684198,0.9923089564148865,0.9916101523553627,0.993155701199763,1.0,0.9923089564148865,0.99110774418336,0.9885842202737274,0.9844869595034959,0.9894989878033983,0.9922411522150629,0.993229178404027,0.991003919031384,0.9933104584784707,0.9883124205972238,0.9905962912871991,0.9933104584784707,0.9937989854795227,0.9913098129159986
mecburiyet,0.9929572242134158,0.9942430479844038,0.9945645218863202,0.9942076443227524,0.9942430479844038,0.9942042031185268,0.9924382723302124,0.9948655018332726,0.9898636692485883,0.9945645218863202,0.9942076443227524,0.9942430479844038,0.9942042031185268,0.9927356672119916,0.994399474621099,0.9882356574752892,0.9930369088043433,1.0000000000000004,0.9948095524498523,0.9928126111084238,0.9923089564148865,1.0000000000000004,0.9936520934111492,0.9891739254762848,0.9861704620474762,0.9894832026288436,0.991195811283898,0.9932378319918373,0.9915221978514777,0.9913068949149285,0.9884707907887049,0.9896362471452823,0.9913068949149285,0.9909328742005304,0.9920684724373878
vejib,0.9926535193002577,0.9923998839162632,0.9940453167874428,0.9938804490221617,0.9923998839162632,0.9936777886042863,0.9915568772048775,0.9930884836002583,0.9886100058767668,0.9940453167874428,0.9938804490221617,0.9923998839162632,0.9936777886042863,0.9918020411040601,0.9921061407829247,0.9888956189792918,0.9921340682973052,0.9936520934111492,0.9908740046691743,0.9922201321131172,0.99110774418336,0.9936520934111492,0.9999999999999997,0.9896569493860736,0.9867483964067862,0.9900869818929452,0.991025816635974,0.993702680812966,0.991939063967528,0.9938014067000689,0.9913590015317408,0.9896885126226268,0.9938014067000689,0.991365851107278,0.9920772416618264
qerez bıbo,0.9960607488061716,0.9907230206265728,0.9916849565528091,0.9919835745928098,0.9907230206265728,0.9914899827915914,0.9900312869567466,0.9912699287403072,0.9868318560414506,0.9916849565528091,0.9919835745928098,0.9907230206265728,0.9914899827915914,0.9973069193656262,0.992466625286193,0.9971632577854178,0.9943449687714985,0.9891739254762848,0.988674761174968,0.9888114922987197,0.9885842202737274,0.9891739254762848,0.9896569493860736,0.9999999999999998,0.9983968763094452,0.9974135502893358,0.989684102301251,0.991971338781839,0.990699185983025,0.9903856471494963,0.9881141926996043,0.9834556284403679,0.9903856471494963,0.993064821880851,0.9913274526266861
qerezdar bıno,0.9939993047256481,0.9874530378328239,0.9885382312329292,0.988604652503193,0.9874530378328239,0.9881189858974091,0.9865094656760475,0.9879955447036864,0.982564816612638,0.9885382312329292,0.988604652503193,0.9874530378328239,0.9881189858974091,0.9952654280675313,0.9893687751095755,0.9974728034157396,0.992673439672088,0.9861704620474762,0.9857872087585117,0.9844684521418372,0.9844869595034959,0.9861704620474762,0.9867483964067862,0.9983968763094452,1.0000000000000002,0.9957392135081187,0.9860937161126683,0.9883385660493365,0.9868409786013368,0.9865320107569403,0.9854537464347147,0.9795460834331768,0.9865320107569403,0.9900863886194065,0.9878728126081102
qereziya bıbo,0.9950457652528371,0.9917965096674121,0.9917802356937413,0.993179795547042,0.9917965096674121,0.9924880513368921,0.9907371456587494,0.9921816475149453,0.9873962760094613,0.9917802356937413,0.993179795547042,0.9917965096674121,0.9924880513368921,0.9954428028133455,0.9918564045158256,0.9944277512575526,0.994485636141107,0.9894832026288436,0.990237508476901,0.989378822333683,0.9894989878033983,0.9894832026288436,0.9900869818929452,0.9974135502893358,0.9957392135081187,0.9999999999999992,0.9899644566627545,0.99195348398856,0.9901183503749522,0.9905581610282728,0.989151359135787,0.9848732408273919,0.9905581610282728,0.9930125031165276,0.9917300367308602
mazeretîken,0.9924342479990081,0.9916963975073417,0.9926206857030073,0.9942696996830254,0.9916963975073417,0.9938171733224797,0.9919799873557811,0.9925428505554774,0.989399406341609,0.9926206857030073,0.9942696996830254,0.9916963975073417,0.9938171733224797,0.9911722588832266,0.990524149364937,0.9889239484057487,0.9908020982957106,0.991195811283898,0.9883770566407064,0.99405580602747,0.9922411522150629,0.991195811283898,0.991025816635974,0.989684102301251,0.9860937161126683,0.9899644566627545,0.9999999999999999,0.9961628216443461,0.9951599499175725,0.9925805747581913,0.9909339834453162,0.9898895361970923,0.9925805747581913,0.9911106498434197,0.9931167943130248
mazeretî,0.9947735383983443,0.994639902361182,0.9959214111894491,0.9959861163005908,0.994639902361182,0.9963792895503484,0.9936773934624348,0.9952310049400164,0.9903111753328819,0.9959214111894491,0.9959861163005908,0.994639902361182,0.9963792895503484,0.9933672576326728,0.9936217280194248,0.9911213020736408,0.9936664881274608,0.9932378319918373,0.991035182391167,0.995489458951086,0.993229178404027,0.9932378319918373,0.993702680812966,0.991971338781839,0.9883385660493365,0.99195348398856,0.9961628216443461,0.9999999999999998,0.9971932664235158,0.9949666352759161,0.9938472945498361,0.9902110387841669,0.9949666352759161,0.9927127261281562,0.9955573058886154
mazeret,0.9925599473182684,0.9919273164677532,0.9935694533639822,0.9938917177449409,0.9919273164677532,0.9934667370305904,0.9915101114633397,0.9927820136434566,0.9884541670469348,0.9935694533639822,0.9938917177449409,0.9919273164677532,0.9934667370305904,0.9920348337680611,0.9919347136491184,0.9893614134158689,0.9916909105387506,0.9915221978514777,0.988799563290775,0.9940881123399652,0.991003919031384,0.9915221978514777,0.991939063967528,0.990699185983025,0.9868409786013368,0.9901183503749522,0.9951599499175725,0.9971932664235158,0.9999999999999996,0.9935402003505308,0.9913494090783195,0.9881449914924229,0.9935402003505308,0.9908762322881234,0.9956828492646697
bibore,0.9926399287505888,0.9935724063442836,0.9943586613584475,0.9944670688624865,0.9935724063442836,0.9942411503092635,0.9928939563030956,0.9938988685417265,0.9896775972757585,0.9943586613584475,0.9944670688624865,0.9935724063442836,0.9942411503092635,0.9915619976804793,0.9924570041526677,0.9880325547636103,0.9912405568074873,0.9913068949149285,0.9906771349697068,0.9942279958698996,0.9933104584784707,0.9913068949149285,0.9938014067000689,0.9903856471494963,0.9865320107569403,0.9905581610282728,0.9925805747581913,0.9949666352759161,0.9935402003505308,0.9999999999999996,0.9919917157316952,0.9903091485720349,0.9999999999999996,0.9941223808865622,0.9933250728421932
bîvênîş,0.98977318101243,0.9899219546380481,0.9917275530768398,0.9916230480965345,0.9899219546380481,0.9913229578526177,0.9898254462770216,0.9908253407048898,0.9851483873881169,0.9917275530768398,0.9916230480965345,0.9899219546380481,0.9913229578526177,0.9886029456225802,0.9891382166679538,0.9869999953385422,0.9891471871847394,0.9884707907887049,0.9869390489063449,0.989962410808856,0.9883124205972238,0.9884707907887049,0.9913590015317408,0.9881141926996043,0.9854537464347147,0.989151359135787,0.9909339834453162,0.9938472945498361,0.9913494090783195,0.9919917157316952,0.9999999999999996,0.9858817080128283,0.9919917157316952,0.9890377527835951,0.9902611634758196
xemgînî,0.9886704058644689,0.9902901013360214,0.9898147837884536,0.9906998563618794,0.9902901013360214,0.9905624899806049,0.9890251737062526,0.9900873564524704,0.986889901218358,0.9898147837884536,0.9906998563618794,0.9902901013360214,0.9905624899806049,0.9869000474542524,0.9875842816898412,0.9826105661826993,0.9875866781902106,0.9896362471452823,0.9878493542528106,0.9901211071831749,0.9905962912871991,0.9896362471452823,0.9896885126226268,0.9834556284403679,0.9795460834331768,0.9848732408273919,0.9898895361970923,0.9902110387841669,0.9881449914924229,0.9903091485720349,0.9858817080128283,0.9999999999999997,0.9903091485720349,0.9875219885941686,0.9892342387524575
bibore,0.9926399287505894,0.993572406344284,0.9943586613584469,0.9944670688624861,0.993572406344284,0.9942411503092633,0.9928939563030965,0.9938988685417274,0.9896775972757589,0.9943586613584469,0.9944670688624861,0.993572406344284,0.9942411503092633,0.991561997680479,0.9924570041526672,0.9880325547636102,0.9912405568074873,0.9913068949149285,0.9906771349697068,0.9942279958698996,0.9933104584784707,0.9913068949149285,0.9938014067000689,0.9903856471494963,0.9865320107569403,0.9905581610282728,0.9925805747581913,0.9949666352759161,0.9935402003505308,0.9999999999999996,0.9919917157316952,0.9903091485720349,0.9999999999999996,0.9941223808865622,0.9933250728421932
bibore me,0.994197720523735,0.9920412913308875,0.9921396985146859,0.9934901119724491,0.9920412913308875,0.9930776428726052,0.9927641553828028,0.9929243867804128,0.9912220847141289,0.9921396985146859,0.9934901119724491,0.9920412913308875,0.9930776428726052,0.993004780417623,0.9914597475880296,0.9913096291751105,0.9922735692445332,0.9909328742005304,0.9903375796421522,0.9915970248003732,0.9937989854795227,0.9909328742005304,0.991365851107278,0.993064821880851,0.9900863886194065,0.9930125031165276,0.9911106498434197,0.9927127261281562,0.9908762322881234,0.9941223808865622,0.9890377527835951,0.9875219885941686,0.9941223808865622,0.9999999999999996,0.9908231221770954
mazeret xastan,0.9932413603300363,0.9942528139897885,0.9950029559933369,0.9946295597323409,0.9942528139897885,0.9943112148377565,0.9915852824193038,0.9939597913521705,0.9880129799636427,0.9950029559933369,0.9946295597323409,0.9942528139897885,0.9943112148377565,0.9939884207258983,0.9937514186627512,0.9894185697436892,0.9936193257519441,0.9920684724373878,0.991465053786289,0.9923316290890146,0.9913098129159986,0.9920684724373878,0.9920772416618264,0.9913274526266861,0.9878728126081102,0.9917300367308602,0.9931167943130248,0.9955573058886154,0.9956828492646697,0.9933250728421932,0.9902611634758196,0.9892342387524575,0.9933250728421932,0.9908231221770954,1.0000000000000004
