,doceniać,doceniać,uznanie,uznawanie,wdzięczny,wdzięczność,wdzięczność,wdzięczność,dziękować,dziękuję,wdzięczny,wdzięczny,wdzięczność,dług,zadłużona,zadłużony,zadłużony,zadłużenie,zadłużenie,zobowiązanie,zobowiązanie,zobowiązana,zobowiązany,zobowiązany,zobowiązanie,dłużny,należny,zalegający,być dłużnym,poczucie zobowiązania,przepraszający,przeprosiny,przepraszać,przeprosiny,przepraszam,smutek,przepraszam,wybacz mi
wdzięczny,0.9940975055090808,0.9940975055090808,0.9903856375766315,0.990113539864189,1.0000000000000004,0.9959809852293691,0.9959809852293691,0.9959809852293691,0.995509284487943,0.9920945716181251,1.0000000000000004,1.0000000000000004,0.9959809852293691,0.9878579659255053,0.9921940805696221,0.9924582775518425,0.9924582775518432,0.9871534498344422,0.9871534498344422,0.9917758760731029,0.9917758760731029,0.9959016192519363,0.9923956531369535,0.9923956531369535,0.9917758760731029,0.9954096995296635,0.9944899244404989,0.9944101046025122,0.9942720019505727,0.9922400957937941,0.9940425704534329,0.9927772337739879,0.9955034007940964,0.992777233773988,0.9936331067342379,0.9928408624572712,0.9936331067342379,0.9945051582394744
wdzięczny,0.9940975055090808,0.9940975055090808,0.9903856375766315,0.990113539864189,1.0000000000000004,0.9959809852293691,0.9959809852293691,0.9959809852293691,0.995509284487943,0.9920945716181251,1.0000000000000004,1.0000000000000004,0.9959809852293691,0.9878579659255053,0.9921940805696221,0.9924582775518425,0.9924582775518432,0.9871534498344422,0.9871534498344422,0.9917758760731029,0.9917758760731029,0.9959016192519363,0.9923956531369535,0.9923956531369535,0.9917758760731029,0.9954096995296635,0.9944899244404989,0.9944101046025122,0.9942720019505727,0.9922400957937941,0.9940425704534329,0.9927772337739879,0.9955034007940964,0.992777233773988,0.9936331067342379,0.9928408624572712,0.9936331067342379,0.9945051582394744
wdzięczność,0.9913625732718743,0.9913625732718743,0.991037884259871,0.9926506531305641,0.9959809852293691,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9937448833507269,0.9906507716847153,0.9959809852293691,0.9959809852293691,0.9999999999999996,0.9832732809856163,0.9887636844973282,0.9869109740668709,0.9869109740668702,0.9888422181287432,0.9888422181287432,0.9933993079272587,0.9933993079272587,0.9937461058056886,0.9882472758032235,0.9882472758032235,0.9933993079272587,0.990562575274279,0.9924156369437113,0.9918507475581664,0.994817279627498,0.9955664011814587,0.9902061750350354,0.9894331776782721,0.9936749903928208,0.9894331776782717,0.9938303230005128,0.9884947549533472,0.9938303230005128,0.9956815688824342
dług,0.9850553429057414,0.9850553429057414,0.980472545893519,0.9828438329964662,0.9878579659255053,0.9832732809856163,0.9832732809856163,0.9832732809856163,0.9859872592990298,0.9822674952393912,0.9878579659255053,0.9878579659255053,0.9832732809856163,1.0,0.9858038121273753,0.9879764008308694,0.9879764008308706,0.983328743309406,0.983328743309406,0.9822622184417291,0.9822622184417291,0.9863438241849783,0.986608210675024,0.986608210675024,0.9822622184417291,0.9904112829921758,0.9843037658570265,0.9853726841945325,0.9836079832925249,0.9816822566275721,0.9857005513578406,0.9866212891920757,0.988036170122187,0.9866212891920754,0.9840867728842693,0.9836766368676383,0.9840867728842693,0.9807981811457661
zadłużona,0.9876144548517702,0.9876144548517702,0.9843876794773744,0.9847724291625889,0.9921940805696221,0.9887636844973282,0.9887636844973282,0.9887636844973282,0.9897741201987242,0.9869452865713876,0.9921940805696221,0.9921940805696221,0.9887636844973282,0.9858038121273753,0.9999999999999997,0.9975518875907036,0.9975518875907031,0.990278026865963,0.990278026865963,0.9865338116151687,0.9865338116151687,0.9931139180683832,0.9909029105872724,0.9909029105872724,0.9865338116151687,0.9936388907098757,0.9919653881058429,0.9913505659686709,0.9889944926928989,0.9864892328604491,0.9874649174918194,0.9886672044310778,0.9899594525700929,0.9886672044310777,0.9862943862884737,0.9877577778113901,0.9862943862884737,0.9868603629710209
zadłużony,0.9877178779017914,0.9877178779017914,0.9845456738859527,0.9833966515828391,0.9924582775518425,0.9869109740668709,0.9869109740668709,0.9869109740668709,0.988986896209252,0.9863087963422807,0.9924582775518425,0.9924582775518425,0.9869109740668709,0.9879764008308694,0.9975518875907036,1.0,0.9999999999999994,0.9879340438376791,0.9879340438376791,0.9849451892719635,0.9849451892719635,0.9914630513151544,0.992621257458219,0.992621257458219,0.9849451892719635,0.9947701885006001,0.9912058123500309,0.9912984075825051,0.9880273147296224,0.9850043985531378,0.9881091150557801,0.9887655647345216,0.9894656706051688,0.9887655647345215,0.9854281712898513,0.9878762462880666,0.9854281712898513,0.9853943524250405
zadłużony,0.9877178779017917,0.9877178779017917,0.9845456738859514,0.9833966515828401,0.9924582775518432,0.9869109740668702,0.9869109740668702,0.9869109740668702,0.9889868962092525,0.9863087963422814,0.9924582775518432,0.9924582775518432,0.9869109740668702,0.9879764008308706,0.9975518875907031,0.9999999999999994,1.0,0.9879340438376784,0.9879340438376784,0.9849451892719633,0.9849451892719633,0.9914630513151534,0.992621257458219,0.992621257458219,0.9849451892719633,0.9947701885006002,0.991205812350031,0.9912984075825054,0.9880273147296226,0.9850043985531375,0.9881091150557804,0.9887655647345215,0.9894656706051688,0.9887655647345215,0.9854281712898513,0.9878762462880666,0.9854281712898513,0.9853943524250405
zadłużenie,0.983736462688953,0.983736462688953,0.9846556234083914,0.9888159908649578,0.9871534498344422,0.9888422181287432,0.9888422181287432,0.9888422181287432,0.9856758769690451,0.9829994669433322,0.9871534498344422,0.9871534498344422,0.9888422181287432,0.983328743309406,0.990278026865963,0.9879340438376791,0.9879340438376784,0.9999999999999993,0.9999999999999993,0.988415258190287,0.988415258190287,0.9874617758727763,0.9852017503081154,0.9852017503081154,0.988415258190287,0.9868568263986939,0.9871454129361366,0.987889410650567,0.987721960857717,0.9885615691128127,0.9842019273309862,0.9845639336851568,0.9880004335891174,0.9845639336851568,0.9844516641969298,0.9801898811430123,0.9844516641969298,0.9855670103723503
zadłużenie,0.983736462688953,0.983736462688953,0.9846556234083914,0.9888159908649578,0.9871534498344422,0.9888422181287432,0.9888422181287432,0.9888422181287432,0.9856758769690451,0.9829994669433322,0.9871534498344422,0.9871534498344422,0.9888422181287432,0.983328743309406,0.990278026865963,0.9879340438376791,0.9879340438376784,0.9999999999999993,0.9999999999999993,0.988415258190287,0.988415258190287,0.9874617758727763,0.9852017503081154,0.9852017503081154,0.988415258190287,0.9868568263986939,0.9871454129361366,0.987889410650567,0.987721960857717,0.9885615691128127,0.9842019273309862,0.9845639336851568,0.9880004335891174,0.9845639336851568,0.9844516641969298,0.9801898811430123,0.9844516641969298,0.9855670103723503
zobowiązanie,0.9896868916466758,0.9896868916466758,0.9907863945041242,0.9925790949309089,0.9917758760731029,0.9933993079272587,0.9933993079272587,0.9933993079272587,0.9920960613142515,0.9886525335967852,0.9917758760731029,0.9917758760731029,0.9933993079272587,0.9822622184417291,0.9865338116151687,0.9849451892719635,0.9849451892719633,0.988415258190287,0.988415258190287,0.9999999999999996,0.9999999999999996,0.9934347102945542,0.9898765793369105,0.9898765793369105,0.9999999999999996,0.9880076363089902,0.9905167128202896,0.9909525588431441,0.9905831016867795,0.9949100871361053,0.9886439296183603,0.9888004643781162,0.9908536226251841,0.9888004643781162,0.9891616728752828,0.9872154236073021,0.9891616728752828,0.9898016793802529
zobowiązanie,0.9896868916466758,0.9896868916466758,0.9907863945041242,0.9925790949309089,0.9917758760731029,0.9933993079272587,0.9933993079272587,0.9933993079272587,0.9920960613142515,0.9886525335967852,0.9917758760731029,0.9917758760731029,0.9933993079272587,0.9822622184417291,0.9865338116151687,0.9849451892719635,0.9849451892719633,0.988415258190287,0.988415258190287,0.9999999999999996,0.9999999999999996,0.9934347102945542,0.9898765793369105,0.9898765793369105,0.9999999999999996,0.9880076363089902,0.9905167128202896,0.9909525588431441,0.9905831016867795,0.9949100871361053,0.9886439296183603,0.9888004643781162,0.9908536226251841,0.9888004643781162,0.9891616728752828,0.9872154236073021,0.9891616728752828,0.9898016793802529
zobowiązana,0.9919767453769816,0.9919767453769816,0.9889652557950146,0.9899302098141267,0.9959016192519363,0.9937461058056886,0.9937461058056886,0.9937461058056886,0.994874853542721,0.9906596906894741,0.9959016192519363,0.9959016192519363,0.9937461058056886,0.9863438241849783,0.9931139180683832,0.9914630513151544,0.9914630513151534,0.9874617758727763,0.9874617758727763,0.9934347102945542,0.9934347102945542,0.9999999999999998,0.9944460493948669,0.9944460493948669,0.9934347102945542,0.9929709349182981,0.9936055184150969,0.9937843121039805,0.992373121218882,0.9915151506775661,0.9914016876889202,0.9910971299091582,0.9936302656680234,0.9910971299091582,0.9908860268056985,0.9899001292501506,0.9908860268056985,0.9914146071594973
zobowiązany,0.9881692800993497,0.9881692800993497,0.9870103839348767,0.9866061398843258,0.9923956531369535,0.9882472758032235,0.9882472758032235,0.9882472758032235,0.9903813044759936,0.9878043134753803,0.9923956531369535,0.9923956531369535,0.9882472758032235,0.986608210675024,0.9909029105872724,0.992621257458219,0.992621257458219,0.9852017503081154,0.9852017503081154,0.9898765793369105,0.9898765793369105,0.9944460493948669,0.9999999999999997,0.9999999999999997,0.9898765793369105,0.9916578844816338,0.9910324749372841,0.9923719576663603,0.9880117223982591,0.9882125112634094,0.9904245493428426,0.9894793242827764,0.989145543813298,0.9894793242827764,0.9869896207196353,0.9879008723791093,0.9869896207196353,0.9861004999730607
zobowiązany,0.9881692800993497,0.9881692800993497,0.9870103839348767,0.9866061398843258,0.9923956531369535,0.9882472758032235,0.9882472758032235,0.9882472758032235,0.9903813044759936,0.9878043134753803,0.9923956531369535,0.9923956531369535,0.9882472758032235,0.986608210675024,0.9909029105872724,0.992621257458219,0.992621257458219,0.9852017503081154,0.9852017503081154,0.9898765793369105,0.9898765793369105,0.9944460493948669,0.9999999999999997,0.9999999999999997,0.9898765793369105,0.9916578844816338,0.9910324749372841,0.9923719576663603,0.9880117223982591,0.9882125112634094,0.9904245493428426,0.9894793242827764,0.989145543813298,0.9894793242827764,0.9869896207196353,0.9879008723791093,0.9869896207196353,0.9861004999730607
zobowiązanie,0.9896868916466758,0.9896868916466758,0.9907863945041242,0.9925790949309089,0.9917758760731029,0.9933993079272587,0.9933993079272587,0.9933993079272587,0.9920960613142515,0.9886525335967852,0.9917758760731029,0.9917758760731029,0.9933993079272587,0.9822622184417291,0.9865338116151687,0.9849451892719635,0.9849451892719633,0.988415258190287,0.988415258190287,0.9999999999999996,0.9999999999999996,0.9934347102945542,0.9898765793369105,0.9898765793369105,0.9999999999999996,0.9880076363089902,0.9905167128202896,0.9909525588431441,0.9905831016867795,0.9949100871361053,0.9886439296183603,0.9888004643781162,0.9908536226251841,0.9888004643781162,0.9891616728752828,0.9872154236073021,0.9891616728752828,0.9898016793802529
dłużny,0.9924378694578634,0.9924378694578634,0.9874403799644698,0.986972450514744,0.9954096995296635,0.990562575274279,0.990562575274279,0.990562575274279,0.9928545450907588,0.9891332342537517,0.9954096995296635,0.9954096995296635,0.990562575274279,0.9904112829921758,0.9936388907098757,0.9947701885006001,0.9947701885006002,0.9868568263986939,0.9868568263986939,0.9880076363089902,0.9880076363089902,0.9929709349182981,0.9916578844816338,0.9916578844816338,0.9880076363089902,0.9999999999999999,0.9930512084702339,0.9948756234462994,0.9927688267903624,0.9887477658655672,0.9921231118140138,0.9923569256631511,0.9928171586722219,0.9923569256631511,0.9897165373493337,0.9925688516594001,0.9897165373493337,0.9891016031993005
należny,0.9925847436693978,0.9925847436693978,0.9888794823215076,0.9877356200432069,0.9944899244404989,0.9924156369437113,0.9924156369437113,0.9924156369437113,0.9933519683377581,0.9909273421449378,0.9944899244404989,0.9944899244404989,0.9924156369437113,0.9843037658570265,0.9919653881058429,0.9912058123500309,0.991205812350031,0.9871454129361366,0.9871454129361366,0.9905167128202896,0.9905167128202896,0.9936055184150969,0.9910324749372841,0.9910324749372841,0.9905167128202896,0.9930512084702339,0.9999999999999996,0.9931290545759484,0.9907904426435314,0.9910626228238545,0.9900261036046365,0.9911818892831696,0.9931891320158536,0.9911818892831696,0.9902077950825133,0.9912222785670866,0.9902077950825133,0.9904838173039536
zalegający,0.99165492386953,0.99165492386953,0.9878025844511246,0.989304363792428,0.9944101046025122,0.9918507475581664,0.9918507475581664,0.9918507475581664,0.9933714878661988,0.9896676719098649,0.9944101046025122,0.9944101046025122,0.9918507475581664,0.9853726841945325,0.9913505659686709,0.9912984075825051,0.9912984075825054,0.987889410650567,0.987889410650567,0.9909525588431441,0.9909525588431441,0.9937843121039805,0.9923719576663603,0.9923719576663603,0.9909525588431441,0.9948756234462994,0.9931290545759484,0.9999999999999999,0.9923367147422603,0.9914530979632046,0.9943943599972604,0.9900527268141819,0.9925725049508405,0.9900527268141819,0.9894063644217851,0.9897904982306309,0.9894063644217851,0.9901015461796593
być dłużnym,0.9903464595197079,0.9903464595197079,0.9881604266120029,0.9894247823599416,0.9942720019505727,0.994817279627498,0.994817279627498,0.994817279627498,0.993296274687014,0.9893244237432285,0.9942720019505727,0.9942720019505727,0.994817279627498,0.9836079832925249,0.9889944926928989,0.9880273147296224,0.9880273147296226,0.987721960857717,0.987721960857717,0.9905831016867795,0.9905831016867795,0.992373121218882,0.9880117223982591,0.9880117223982591,0.9905831016867795,0.9927688267903624,0.9907904426435314,0.9923367147422603,1.0,0.9922086743530723,0.9893329548275597,0.9870518967631259,0.991909595128827,0.9870518967631259,0.9926284663483487,0.9871060816800907,0.9926284663483487,0.9942953199057564
poczucie zobowiązania,0.9889865518281332,0.9889865518281332,0.9914646134517019,0.9939297056236768,0.9922400957937941,0.9955664011814587,0.9955664011814587,0.9955664011814587,0.9914782625074741,0.9881370130722099,0.9922400957937941,0.9922400957937941,0.9955664011814587,0.9816822566275721,0.9864892328604491,0.9850043985531378,0.9850043985531375,0.9885615691128127,0.9885615691128127,0.9949100871361053,0.9949100871361053,0.9915151506775661,0.9882125112634094,0.9882125112634094,0.9949100871361053,0.9887477658655672,0.9910626228238545,0.9914530979632046,0.9922086743530723,0.9999999999999993,0.9904007762134666,0.9895202618677011,0.99192701336607,0.9895202618677011,0.9912433510353134,0.9867588211686587,0.9912433510353134,0.9908856331156441
przepraszający,0.9897736465602176,0.9897736465602176,0.987368905855227,0.9890083803326508,0.9940425704534329,0.9902061750350354,0.9902061750350354,0.9902061750350354,0.9926335760156628,0.9887874436115347,0.9940425704534329,0.9940425704534329,0.9902061750350354,0.9857005513578406,0.9874649174918194,0.9881091150557801,0.9881091150557804,0.9842019273309862,0.9842019273309862,0.9886439296183603,0.9886439296183603,0.9914016876889202,0.9904245493428426,0.9904245493428426,0.9886439296183603,0.9921231118140138,0.9900261036046365,0.9943943599972604,0.9893329548275597,0.9904007762134666,0.9999999999999998,0.9911186279966157,0.9939121556141297,0.9911186279966157,0.9926490613016861,0.9887363522688561,0.9926490613016861,0.9899477774512808
przeprosiny,0.9899760720057386,0.9899760720057386,0.9870890579483284,0.9878520795454023,0.9927772337739879,0.9894331776782721,0.9894331776782721,0.9894331776782721,0.9915736689353967,0.9875443002479539,0.9927772337739879,0.9927772337739879,0.9894331776782721,0.9866212891920757,0.9886672044310778,0.9887655647345216,0.9887655647345215,0.9845639336851568,0.9845639336851568,0.9888004643781162,0.9888004643781162,0.9910971299091582,0.9894793242827764,0.9894793242827764,0.9888004643781162,0.9923569256631511,0.9911818892831696,0.9900527268141819,0.9870518967631259,0.9895202618677011,0.9911186279966157,1.0000000000000004,0.9940536230866703,1.0000000000000004,0.9884570860438928,0.9938250222471007,0.9884570860438928,0.986025758842175
przepraszać,0.9933036247689029,0.9933036247689029,0.988663623259246,0.990110872440542,0.9955034007940964,0.9936749903928208,0.9936749903928208,0.9936749903928208,0.9943872416206884,0.9907529513740252,0.9955034007940964,0.9955034007940964,0.9936749903928208,0.988036170122187,0.9899594525700929,0.9894656706051688,0.9894656706051688,0.9880004335891174,0.9880004335891174,0.9908536226251841,0.9908536226251841,0.9936302656680234,0.989145543813298,0.989145543813298,0.9908536226251841,0.9928171586722219,0.9931891320158536,0.9925725049508405,0.991909595128827,0.99192701336607,0.9939121556141297,0.9940536230866703,0.9999999999999991,0.9940536230866703,0.9937253325688769,0.9915140628018557,0.9937253325688769,0.9917151167091772
przeprosiny,0.9899760720057377,0.9899760720057377,0.9870890579483282,0.9878520795454027,0.992777233773988,0.9894331776782717,0.9894331776782717,0.9894331776782717,0.9915736689353964,0.987544300247954,0.992777233773988,0.992777233773988,0.9894331776782717,0.9866212891920754,0.9886672044310777,0.9887655647345215,0.9887655647345215,0.9845639336851568,0.9845639336851568,0.9888004643781162,0.9888004643781162,0.9910971299091582,0.9894793242827764,0.9894793242827764,0.9888004643781162,0.9923569256631511,0.9911818892831696,0.9900527268141819,0.9870518967631259,0.9895202618677011,0.9911186279966157,1.0000000000000004,0.9940536230866703,1.0000000000000004,0.9884570860438928,0.9938250222471007,0.9884570860438928,0.986025758842175
przepraszam,0.9908432998262406,0.9908432998262406,0.9893553145632781,0.9890376258198385,0.9936331067342379,0.9938303230005128,0.9938303230005128,0.9938303230005128,0.9928796097012896,0.9902042370126319,0.9936331067342379,0.9936331067342379,0.9938303230005128,0.9840867728842693,0.9862943862884737,0.9854281712898513,0.9854281712898513,0.9844516641969298,0.9844516641969298,0.9891616728752828,0.9891616728752828,0.9908860268056985,0.9869896207196353,0.9869896207196353,0.9891616728752828,0.9897165373493337,0.9902077950825133,0.9894063644217851,0.9926284663483487,0.9912433510353134,0.9926490613016861,0.9884570860438928,0.9937253325688769,0.9884570860438928,0.9999999999999998,0.9876650089855772,0.9999999999999998,0.9945372253146394
smutek,0.9911258763878569,0.9911258763878569,0.9868404279859444,0.9833383599124921,0.9928408624572712,0.9884947549533472,0.9884947549533472,0.9884947549533472,0.9923776466993139,0.9892646685615598,0.9928408624572712,0.9928408624572712,0.9884947549533472,0.9836766368676383,0.9877577778113901,0.9878762462880666,0.9878762462880666,0.9801898811430123,0.9801898811430123,0.9872154236073021,0.9872154236073021,0.9899001292501506,0.9879008723791093,0.9879008723791093,0.9872154236073021,0.9925688516594001,0.9912222785670866,0.9897904982306309,0.9871060816800907,0.9867588211686587,0.9887363522688561,0.9938250222471007,0.9915140628018557,0.9938250222471007,0.9876650089855772,0.9999999999999999,0.9876650089855772,0.9865972768227886
przepraszam,0.9908432998262406,0.9908432998262406,0.9893553145632781,0.9890376258198385,0.9936331067342379,0.9938303230005128,0.9938303230005128,0.9938303230005128,0.9928796097012896,0.9902042370126319,0.9936331067342379,0.9936331067342379,0.9938303230005128,0.9840867728842693,0.9862943862884737,0.9854281712898513,0.9854281712898513,0.9844516641969298,0.9844516641969298,0.9891616728752828,0.9891616728752828,0.9908860268056985,0.9869896207196353,0.9869896207196353,0.9891616728752828,0.9897165373493337,0.9902077950825133,0.9894063644217851,0.9926284663483487,0.9912433510353134,0.9926490613016861,0.9884570860438928,0.9937253325688769,0.9884570860438928,0.9999999999999998,0.9876650089855772,0.9999999999999998,0.9945372253146394
wybacz mi,0.9898208494699969,0.9898208494699969,0.988792978451889,0.9872602402770806,0.9945051582394744,0.9956815688824342,0.9956815688824342,0.9956815688824342,0.9923840260314352,0.9900699853035807,0.9945051582394744,0.9945051582394744,0.9956815688824342,0.9807981811457661,0.9868603629710209,0.9853943524250405,0.9853943524250405,0.9855670103723503,0.9855670103723503,0.9898016793802529,0.9898016793802529,0.9914146071594973,0.9861004999730607,0.9861004999730607,0.9898016793802529,0.9891016031993005,0.9904838173039536,0.9901015461796593,0.9942953199057564,0.9908856331156441,0.9899477774512808,0.986025758842175,0.9917151167091772,0.986025758842175,0.9945372253146394,0.9865972768227886,0.9945372253146394,0.9999999999999999
