,मूल्यांकन,कृतज्ञता,कृतज्ञ,आभार (aabhaar),आभार (aabhaar),कृतज्ञ (kritagya),कृतज्ञ (kritagya),कृतज्ञता (kritagyata),धन्यवाद (dhanyavaad),धन्यवाद दिनु,प्रशंसा गर्नु (prashansa garnu),प्रशंसा (prashansa),मूल्यांकन गर्नु,ऋणी,कर्जदार,ऋणग्रस्तता,कर्जदारी,कर्तव्य,जिम्मेवारी,बाध्य,मजबूर,कर्तव्य,जिम्मेवारी,ऋण,ऋणी,ऋणीता,दायित्व,बाध्य,बाध्यता,ऋण बाँकी,ऋणी हुनु,ऋणी हुनु,ऋणी हुँदै,कर्ज हुनु,कर्ज बाँकी,माफ़ीहरू,माफ़ी,दुख,माफ गर्नुहोस्,मलाई माफ गर्नुहोस्,माफ गर,माफ़ी माग्ने,माफ़ी माग्नु
प्रशंसा गर्नु (prashansa garnu),0.9911218285726066,0.9937748037222431,0.993838148533815,0.9954769637623044,0.9954769637623044,0.9936583556473649,0.9936583556473649,0.9943640267996587,0.9951716259965981,0.9921844929785898,0.9999999999999992,0.9952154102057286,0.9968896835167638,0.9946784675155614,0.9937816732867957,0.9912798524383448,0.9936711534854702,0.9925287497768878,0.9913551433502332,0.9945976048724618,0.9943901700797364,0.9925287497768878,0.9913551433502332,0.993849338516689,0.9946784675155615,0.9950885920690472,0.9929775861361403,0.9945976048724618,0.9942746625252724,0.9953892846041265,0.9952755313476841,0.9952755313476841,0.9954063646975467,0.9939732005137287,0.9942577226181534,0.9921092466818702,0.9944508325907228,0.9883186698609285,0.9906041953548145,0.9893961578688948,0.9940814555034743,0.9949757668042521,0.9949757668042521
प्रशंसा (prashansa),0.9895397170484044,0.992567185884335,0.9936452908456126,0.9974776600055981,0.9974776600055981,0.9965951182263667,0.9965951182263667,0.9980672255660674,0.9963481456500985,0.9909426167755355,0.9952154102057286,0.9999999999999994,0.9923962513725779,0.9931900148076382,0.9930674523128568,0.9911777755326596,0.9931936346480841,0.9906054024937059,0.9898188236798398,0.9927806288448732,0.9930069785750193,0.9906054024937059,0.9898188236798398,0.9917579382024257,0.993190014807638,0.993588887172123,0.99137659844171,0.9927806288448732,0.9931309589371563,0.9926683303682347,0.9941479154027871,0.9941479154027871,0.9933701529977315,0.9924578509838984,0.9923927238000807,0.990204259727451,0.9918947477976174,0.9853670097304161,0.9867505120476879,0.9861515825676967,0.9915733877612951,0.9918760648509246,0.9918760648509246
मूल्यांकन गर्नु,0.9937077341564053,0.9946647768715922,0.9943368563425653,0.9938171533490177,0.9938171533490177,0.9919106757582671,0.9919106757582671,0.992302852260255,0.9937205914036764,0.9932214140480193,0.9968896835167638,0.9923962513725779,0.9999999999999996,0.9945706616532918,0.9943584972221974,0.9917964109235387,0.9941572684262511,0.9939697020036193,0.991448485133881,0.9956333351300617,0.9945031519235661,0.9939697020036193,0.991448485133881,0.9944766012823568,0.994570661653292,0.995383067742515,0.9936596422744026,0.9956333351300617,0.9946697678077057,0.9954160592869168,0.9951498093472445,0.9951498093472445,0.9946162988194546,0.9937417704329757,0.9944618719007342,0.9924433782513717,0.9948180058272703,0.9879199224280905,0.9917370387770528,0.9906819101390806,0.9944538900058821,0.9957731479758819,0.9957731479758819
ऋणी,0.9922276570797788,0.9960724069554878,0.9959413567477663,0.9952085618655111,0.9952085618655111,0.9932762188661682,0.9932762188661682,0.993539414513962,0.994634018656635,0.993256652301514,0.9946784675155614,0.9931900148076382,0.9945706616532918,1.0,0.9954858070257507,0.9937902583021786,0.9951359759565641,0.9949973276872879,0.9916701936033143,0.9958914308388601,0.9950413818946254,0.9949973276872879,0.9916701936033143,0.9980262528992765,1.0000000000000007,0.9981902152563398,0.9942465786455837,0.9958914308388601,0.9955171079147281,0.9975831059698225,0.9954045007957609,0.9954045007957609,0.9971077029508345,0.9930804053750966,0.9957046678875299,0.9921852929544706,0.9950454042244891,0.9888053738024566,0.9889720483132602,0.9884811782979344,0.994660739540692,0.9949909928360081,0.9949909928360081
कर्जदार,0.9941288636479961,0.9962585328469328,0.9944635358862238,0.9948648712497087,0.9948648712497087,0.9925235506255254,0.9925235506255254,0.9927353178390658,0.9944173024615204,0.9958261279805749,0.9937816732867957,0.9930674523128568,0.9943584972221974,0.9954858070257507,0.9999999999999996,0.99616151218967,0.9987795346349609,0.9929941511352478,0.9948655758401286,0.996475908321818,0.9950865512448723,0.9929941511352478,0.9948655758401286,0.9938098237023344,0.9954858070257503,0.996174394134448,0.9952009479530487,0.996475908321818,0.9954728625975205,0.9967584759815311,0.995740031820854,0.995740031820854,0.9953703445764759,0.9945367808940186,0.9975054939088126,0.995975856111926,0.9963498675803362,0.9883812945791106,0.989575094055539,0.9879127833716103,0.9957459226451941,0.9958733172112404,0.9958733172112404
ऋणग्रस्तता,0.9945137283628265,0.9945195283170238,0.991532962077773,0.9926637477677567,0.9926637477677567,0.9903144860766638,0.9903144860766638,0.9906002340075456,0.9932462795282042,0.9962861129606688,0.9912798524383448,0.9911777755326596,0.9917964109235387,0.9937902583021786,0.99616151218967,1.0000000000000004,0.9958185733345077,0.9901975159950884,0.9933569108691821,0.9945817253457834,0.9922658264133611,0.9901975159950884,0.9933569108691821,0.9909465347773708,0.9937902583021789,0.9945076835065227,0.9945394744403585,0.9945817253457834,0.9936611851224157,0.9949427166736429,0.9929648046862394,0.9929648046862394,0.9931328581286185,0.9918282324258401,0.9958550768759012,0.9940230249538375,0.9933851992434357,0.9861216358919604,0.9867289719742405,0.9855940664508603,0.9922072311712831,0.9931846732538235,0.9931846732538235
कर्जदारी,0.9940380854570956,0.9963889209976567,0.9941340101930661,0.9950220392446307,0.9950220392446307,0.9926012635318657,0.9926012635318657,0.9928148153860962,0.9939935967567448,0.9958672417834341,0.9936711534854702,0.9931936346480841,0.9941572684262511,0.9951359759565641,0.9987795346349609,0.9958185733345077,0.9999999999999998,0.9924270793698844,0.9946353694687662,0.9960815915789015,0.9949490113366422,0.9924270793698844,0.9946353694687662,0.9930393237046758,0.9951359759565643,0.9960423649388277,0.9942561194186023,0.9960815915789015,0.9950852047400793,0.9961950110254892,0.9961950796421353,0.9961950796421353,0.9945489091142006,0.9950268635943715,0.9972395583280425,0.9965993910674773,0.9962202151330116,0.9877861485177566,0.989143181228315,0.9875241537937471,0.9955467723624469,0.9955659490253774,0.9955659490253774
कर्तव्य,0.990176009338347,0.9951536762655464,0.9946833472098121,0.9929466950448362,0.9929466950448362,0.9911604402132196,0.9911604402132196,0.9909055943949647,0.9924565975304689,0.9909051091898309,0.9925287497768878,0.9906054024937059,0.9939697020036193,0.9949973276872879,0.9929941511352478,0.9901975159950884,0.9924270793698844,0.9999999999999999,0.9897406878689894,0.9941463526238353,0.9932411264371633,0.9999999999999999,0.9897406878689894,0.9954897323342348,0.9949973276872873,0.995741233226192,0.9937137265148386,0.9941463526238353,0.9933563365979987,0.9946694267078788,0.992272894825366,0.992272894825366,0.9936002045347856,0.9895576010853843,0.9932368382948468,0.9893189976014498,0.9932393156726352,0.9852921852599,0.9880074723952023,0.9874926331555421,0.9929942325911414,0.9936399300302426,0.9936399300302426
जिम्मेवारी,0.9929671543318913,0.9925330862583609,0.989727722760605,0.9918628869216349,0.9918628869216349,0.9889381791407962,0.9889381791407962,0.9890631357017822,0.9912653746727592,0.9926221008230016,0.9913551433502332,0.9898188236798398,0.991448485133881,0.9916701936033143,0.9948655758401286,0.9933569108691821,0.9946353694687662,0.9897406878689894,0.9999999999999994,0.9927770709971239,0.9920530774298594,0.9897406878689894,0.9999999999999994,0.9902779361362585,0.991670193603315,0.9929028180309207,0.992038540503094,0.9927770709971239,0.9916803224743761,0.9942197310634531,0.992896306270843,0.992896306270843,0.9918754330705539,0.9914408301825435,0.99405239456339,0.9946588676301982,0.9943212873393819,0.986228280806191,0.9861397376132067,0.9841234549201123,0.9923914636486748,0.9930439401169299,0.9930439401169299
बाध्य,0.9944854597101856,0.996305084451923,0.9958607523467515,0.9948113242517145,0.9948113242517145,0.9927856452630273,0.9927856452630273,0.9925758109586748,0.9948431077413297,0.9954333192595315,0.9945976048724618,0.9927806288448732,0.9956333351300617,0.9958914308388601,0.996475908321818,0.9945817253457834,0.9960815915789015,0.9941463526238353,0.9927770709971239,0.9999999999999993,0.9959687467973779,0.9941463526238353,0.9927770709971239,0.9945905144463831,0.9958914308388604,0.9959176070062536,0.9955084145020936,0.9999999999999993,0.9973626172901567,0.9965964645396385,0.9947746720130013,0.9947746720130013,0.9955907603142734,0.9942847148017308,0.9970260631356046,0.99411792658131,0.9966529715227864,0.9888675386485803,0.9904726108324977,0.9888611350706724,0.9957694268831884,0.9964203677393018,0.9964203677393018
मजबूर,0.9922111393493667,0.994767262238032,0.9957257946151128,0.9948295758965912,0.9948295758965912,0.9928210697913041,0.9928210697913041,0.9924314733604988,0.9929561867728837,0.992601701945184,0.9943901700797364,0.9930069785750193,0.9945031519235661,0.9950413818946254,0.9950865512448723,0.9922658264133611,0.9949490113366422,0.9932411264371633,0.9920530774298594,0.9959687467973779,0.9999999999999994,0.9932411264371633,0.9920530774298594,0.9941389729355745,0.9950413818946232,0.9950088818486844,0.9935102114054413,0.9959687467973779,0.9947734018093377,0.9953620899412924,0.9942620835799563,0.9942620835799563,0.9953028757941383,0.9941318274835296,0.9955407684406765,0.9926290202722386,0.9955547980481323,0.9869363409449882,0.9896470098486503,0.9885992749861373,0.9957496961494223,0.9957747513053887,0.9957747513053887
कर्तव्य,0.990176009338347,0.9951536762655464,0.9946833472098121,0.9929466950448362,0.9929466950448362,0.9911604402132196,0.9911604402132196,0.9909055943949647,0.9924565975304689,0.9909051091898309,0.9925287497768878,0.9906054024937059,0.9939697020036193,0.9949973276872879,0.9929941511352478,0.9901975159950884,0.9924270793698844,0.9999999999999999,0.9897406878689894,0.9941463526238353,0.9932411264371633,0.9999999999999999,0.9897406878689894,0.9954897323342348,0.9949973276872873,0.995741233226192,0.9937137265148386,0.9941463526238353,0.9933563365979987,0.9946694267078788,0.992272894825366,0.992272894825366,0.9936002045347856,0.9895576010853843,0.9932368382948468,0.9893189976014498,0.9932393156726352,0.9852921852599,0.9880074723952023,0.9874926331555421,0.9929942325911414,0.9936399300302426,0.9936399300302426
जिम्मेवारी,0.9929671543318913,0.9925330862583609,0.989727722760605,0.9918628869216349,0.9918628869216349,0.9889381791407962,0.9889381791407962,0.9890631357017822,0.9912653746727592,0.9926221008230016,0.9913551433502332,0.9898188236798398,0.991448485133881,0.9916701936033143,0.9948655758401286,0.9933569108691821,0.9946353694687662,0.9897406878689894,0.9999999999999994,0.9927770709971239,0.9920530774298594,0.9897406878689894,0.9999999999999994,0.9902779361362585,0.991670193603315,0.9929028180309207,0.992038540503094,0.9927770709971239,0.9916803224743761,0.9942197310634531,0.992896306270843,0.992896306270843,0.9918754330705539,0.9914408301825435,0.99405239456339,0.9946588676301982,0.9943212873393819,0.986228280806191,0.9861397376132067,0.9841234549201123,0.9923914636486748,0.9930439401169299,0.9930439401169299
ऋण,0.990436030284173,0.9949450729011021,0.9954149144778056,0.9942396601704937,0.9942396601704937,0.992524937513262,0.992524937513262,0.9922013619035621,0.9932498649967574,0.9908431868327252,0.993849338516689,0.9917579382024257,0.9944766012823568,0.9980262528992765,0.9938098237023344,0.9909465347773708,0.9930393237046758,0.9954897323342348,0.9902779361362585,0.9945905144463831,0.9941389729355745,0.9954897323342348,0.9902779361362585,0.9999999999999993,0.9980262528992748,0.9970538405308579,0.9932994197392431,0.9945905144463831,0.9941656991284269,0.996893818897416,0.9943607657200235,0.9943607657200235,0.9962741736266392,0.9917670610164409,0.9936330756279455,0.9901564096266005,0.9932832007087122,0.988146323942711,0.9888057520378053,0.9882093890930469,0.99375081503211,0.9938572566595532,0.9938572566595532
ऋणी,0.992227657079779,0.9960724069554875,0.995941356747766,0.9952085618655112,0.9952085618655112,0.9932762188661686,0.9932762188661686,0.993539414513962,0.9946340186566341,0.9932566523015145,0.9946784675155615,0.993190014807638,0.994570661653292,1.0000000000000007,0.9954858070257503,0.9937902583021789,0.9951359759565643,0.9949973276872873,0.991670193603315,0.9958914308388604,0.9950413818946232,0.9949973276872873,0.991670193603315,0.9980262528992748,1.0,0.9981902152563407,0.9942465786455837,0.9958914308388604,0.9955171079147278,0.9975831059698225,0.995404500795761,0.995404500795761,0.9971077029508345,0.9930804053750966,0.9957046678875299,0.9921852929544706,0.9950454042244891,0.9888053738024566,0.9889720483132602,0.9884811782979344,0.994660739540692,0.9949909928360081,0.9949909928360081
ऋणीता,0.9925384264128768,0.9977770840825881,0.9957684560172105,0.9954953604301073,0.9954953604301073,0.993251672029744,0.993251672029744,0.9938579718319879,0.9951352549604519,0.9941998686394361,0.9950885920690472,0.993588887172123,0.995383067742515,0.9981902152563398,0.996174394134448,0.9945076835065227,0.9960423649388277,0.995741233226192,0.9929028180309207,0.9959176070062536,0.9950088818486844,0.995741233226192,0.9929028180309207,0.9970538405308579,0.9981902152563407,0.9999999999999996,0.9952437889077607,0.9959176070062536,0.9957229728924868,0.9974294183500719,0.9958439473733446,0.9958439473733446,0.9971752778721665,0.9934630292418903,0.996225697010567,0.9933415108045922,0.9954264757068101,0.9889551295752932,0.9906184202832087,0.9902970118021207,0.9951669860553713,0.9960556296775639,0.9960556296775639
दायित्व,0.9932931309771846,0.9957783094427756,0.9943033281325218,0.993097644878346,0.993097644878346,0.9911796371257693,0.9911796371257693,0.9912811316805477,0.9945679720350938,0.994607226708855,0.9929775861361403,0.99137659844171,0.9936596422744026,0.9942465786455837,0.9952009479530487,0.9945394744403585,0.9942561194186023,0.9937137265148386,0.992038540503094,0.9955084145020936,0.9935102114054413,0.9937137265148386,0.992038540503094,0.9932994197392431,0.9942465786455837,0.9952437889077607,0.9999999999999998,0.9955084145020936,0.9947091875283885,0.9952069859792861,0.992672257768328,0.992672257768328,0.9943428200064148,0.991304795505769,0.9949557776399974,0.9922389684018217,0.9944151825479166,0.9856320182629029,0.9874956716560932,0.9866845595997813,0.9924620210592554,0.9944593989904311,0.9944593989904311
बाध्य,0.9944854597101856,0.996305084451923,0.9958607523467515,0.9948113242517145,0.9948113242517145,0.9927856452630273,0.9927856452630273,0.9925758109586748,0.9948431077413297,0.9954333192595315,0.9945976048724618,0.9927806288448732,0.9956333351300617,0.9958914308388601,0.996475908321818,0.9945817253457834,0.9960815915789015,0.9941463526238353,0.9927770709971239,0.9999999999999993,0.9959687467973779,0.9941463526238353,0.9927770709971239,0.9945905144463831,0.9958914308388604,0.9959176070062536,0.9955084145020936,0.9999999999999993,0.9973626172901567,0.9965964645396385,0.9947746720130013,0.9947746720130013,0.9955907603142734,0.9942847148017308,0.9970260631356046,0.99411792658131,0.9966529715227864,0.9888675386485803,0.9904726108324977,0.9888611350706724,0.9957694268831884,0.9964203677393018,0.9964203677393018
बाध्यता,0.9920670803081978,0.9959818461742269,0.995756661807454,0.9944350175163178,0.9944350175163178,0.9937113924937074,0.9937113924937074,0.9937475658626814,0.9949838181603283,0.9939866819457136,0.9942746625252724,0.9931309589371563,0.9946697678077057,0.9955171079147281,0.9954728625975205,0.9936611851224157,0.9950852047400793,0.9933563365979987,0.9916803224743761,0.9973626172901567,0.9947734018093377,0.9933563365979987,0.9916803224743761,0.9941656991284269,0.9955171079147278,0.9957229728924868,0.9947091875283885,0.9973626172901567,0.9999999999999998,0.996084127629917,0.9945996175722154,0.9945996175722154,0.9951452698416206,0.9935143586880056,0.9955539820046799,0.9926619360531422,0.9953495320795247,0.9889194237243728,0.9891406713734849,0.9876874831234796,0.9941328969289948,0.9953530016273876,0.9953530016273876
ऋण बाँकी,0.9933375556877866,0.9967477609483169,0.9951046737761672,0.9946232922467877,0.9946232922467877,0.9927834842555524,0.9927834842555524,0.992973785169925,0.9949153333484889,0.994520241210033,0.9953892846041265,0.9926683303682347,0.9954160592869168,0.9975831059698225,0.9967584759815311,0.9949427166736429,0.9961950110254892,0.9946694267078788,0.9942197310634531,0.9965964645396385,0.9953620899412924,0.9946694267078788,0.9942197310634531,0.996893818897416,0.9975831059698225,0.9974294183500719,0.9952069859792861,0.9965964645396385,0.996084127629917,0.9999999999999998,0.995617042682952,0.995617042682952,0.9970849810757914,0.9934222581065028,0.9979014359209426,0.9940242236551601,0.9962830218515599,0.9897395192685949,0.9901698846684089,0.9892226017596956,0.9956343958093926,0.9965522945371019,0.9965522945371019
ऋणी हुनु,0.9921478626164554,0.9943872507559275,0.9945026804050657,0.9956770890139308,0.9956770890139308,0.9938412349534024,0.9938412349534024,0.9939120963835109,0.9942176693758998,0.9938926085349239,0.9952755313476841,0.9941479154027871,0.9951498093472445,0.9954045007957609,0.995740031820854,0.9929648046862394,0.9961950796421353,0.992272894825366,0.992896306270843,0.9947746720130013,0.9942620835799563,0.992272894825366,0.992896306270843,0.9943607657200235,0.995404500795761,0.9958439473733446,0.992672257768328,0.9947746720130013,0.9945996175722154,0.995617042682952,0.9999999999999997,0.9999999999999997,0.9953990483399111,0.9975144086445791,0.9945069577443805,0.9950007377665281,0.9942287482688872,0.9889965015675672,0.9896026192142385,0.9879344749831965,0.9946459904334185,0.9942016359371709,0.9942016359371709
ऋणी हुनु,0.9921478626164554,0.9943872507559275,0.9945026804050657,0.9956770890139308,0.9956770890139308,0.9938412349534024,0.9938412349534024,0.9939120963835109,0.9942176693758998,0.9938926085349239,0.9952755313476841,0.9941479154027871,0.9951498093472445,0.9954045007957609,0.995740031820854,0.9929648046862394,0.9961950796421353,0.992272894825366,0.992896306270843,0.9947746720130013,0.9942620835799563,0.992272894825366,0.992896306270843,0.9943607657200235,0.995404500795761,0.9958439473733446,0.992672257768328,0.9947746720130013,0.9945996175722154,0.995617042682952,0.9999999999999997,0.9999999999999997,0.9953990483399111,0.9975144086445791,0.9945069577443805,0.9950007377665281,0.9942287482688872,0.9889965015675672,0.9896026192142385,0.9879344749831965,0.9946459904334185,0.9942016359371709,0.9942016359371709
ऋणी हुँदै,0.990974187927966,0.9961980759401985,0.9956640547193172,0.9949226727263205,0.9949226727263205,0.9936273613452712,0.9936273613452712,0.9940869761747055,0.9953207757093151,0.9933363617923645,0.9954063646975467,0.9933701529977315,0.9946162988194546,0.9971077029508345,0.9953703445764759,0.9931328581286185,0.9945489091142006,0.9936002045347856,0.9918754330705539,0.9955907603142734,0.9953028757941383,0.9936002045347856,0.9918754330705539,0.9962741736266392,0.9971077029508345,0.9971752778721665,0.9943428200064148,0.9955907603142734,0.9951452698416206,0.9970849810757914,0.9953990483399111,0.9953990483399111,1.0000000000000009,0.993207633314288,0.9952616416234237,0.9922993733145007,0.994667248817483,0.988383287483577,0.9907883697726827,0.9895459390879146,0.9948784584866922,0.9957465976972565,0.9957465976972565
