,aprezê,aprezéi,apreziament,apreziamènt,grato,grèz,gratitùdin,gratitudine,gratitùdin,gratitudine,grazi,grâzi,grato,grèz,gratitùdin,gratitudine,débit,débit,débit,débiti,obligaziån,obligaziòun,obligâ,obligê,obligaziån,obligaziòun,dvé,dvê,débitê,débitêr,scusévol,scusévol,scüse,scuse,scusê,scusèr,scüsa,scusa,scüsem,scusem,pardunèm,pardunem,dispièśer,dispiêṣer,spiàṣa,spiêṣa
grazi,0.9937427737321101,0.9933888097606205,0.9925821911917362,0.9925821911917362,0.9938052323047999,0.9944371918698264,0.9846138507285163,0.9912262098644522,0.9846138507285163,0.9912262098644522,1.0,1.0,0.9938052323047999,0.9944371918698264,0.9846138507285163,0.9912262098644522,0.9642930999977661,0.9642930999977661,0.9642930999977661,0.9914360479715294,0.9921300744580976,0.9907638483998101,0.9873579640776143,0.9857794943555842,0.9921300744580976,0.9907638483998101,0.9842009633475478,0.9842009633475478,0.9908566617128026,0.9912318830945946,0.9944486796076142,0.9944486796076142,0.9941120134146442,0.9941120134146442,0.9941120134146442,0.9942915396522647,0.9942560416989858,0.9942560416989858,0.9949493082904793,0.9949493082904793,0.9947076953394502,0.9947076953394502,0.9920355992770832,0.9920355992770832,0.9929405200458921,0.9943712132828241
grâzi,0.9937427737321101,0.9933888097606205,0.9925821911917362,0.9925821911917362,0.9938052323047999,0.9944371918698264,0.9846138507285163,0.9912262098644522,0.9846138507285163,0.9912262098644522,1.0,1.0,0.9938052323047999,0.9944371918698264,0.9846138507285163,0.9912262098644522,0.9642930999977661,0.9642930999977661,0.9642930999977661,0.9914360479715294,0.9921300744580976,0.9907638483998101,0.9873579640776143,0.9857794943555842,0.9921300744580976,0.9907638483998101,0.9842009633475478,0.9842009633475478,0.9908566617128026,0.9912318830945946,0.9944486796076142,0.9944486796076142,0.9941120134146442,0.9941120134146442,0.9941120134146442,0.9942915396522647,0.9942560416989858,0.9942560416989858,0.9949493082904793,0.9949493082904793,0.9947076953394502,0.9947076953394502,0.9920355992770832,0.9920355992770832,0.9929405200458921,0.9943712132828241
grato,0.9956466807225957,0.9955293804823626,0.9943966285863801,0.9943966285863801,0.9999999999999988,0.9959016559888905,0.9860927586807027,0.992053222927701,0.9860927586807027,0.992053222927701,0.9938052323047999,0.9938052323047999,0.9999999999999988,0.9959016559888905,0.9860927586807027,0.992053222927701,0.9661744632187718,0.9661744632187718,0.9661744632187718,0.9922563448644339,0.9929537787631686,0.9918382312695868,0.9906923816271673,0.9900129710429405,0.9929537787631686,0.9918382312695868,0.9845421323678544,0.9845421323678544,0.9931486576507234,0.9936217152709738,0.9964265497373476,0.9964265497373476,0.9953530731947445,0.9953530731947445,0.9953530731947445,0.9959907719295711,0.9952159443735755,0.9952159443735755,0.9943803428042619,0.9943803428042619,0.9940439236089136,0.9940439236089136,0.9951041789708592,0.9951041789708592,0.9940813219260173,0.9947645386155342
grèz,0.9957539342765789,0.9956184621715387,0.9946315876247519,0.9946315876247519,0.9959016559888905,0.9999999999999991,0.986905225104423,0.9917985003267002,0.986905225104423,0.9917985003267002,0.9944371918698264,0.9944371918698264,0.9959016559888905,0.9999999999999991,0.986905225104423,0.9917985003267002,0.9652397515158828,0.9652397515158828,0.9652397515158828,0.9921035376485005,0.994625654853416,0.9930173626500435,0.9919271866033459,0.9899696630437678,0.994625654853416,0.9930173626500435,0.987529270457179,0.987529270457179,0.9928610380114523,0.9927911989506174,0.9964400226410924,0.9964400226410924,0.9953693247158366,0.9953693247158366,0.9953693247158366,0.9962319753388037,0.9939156697172185,0.9939156697172185,0.9946441420383609,0.9946441420383609,0.9945434552766107,0.9945434552766107,0.9945118670036539,0.9945118670036539,0.9938444630363295,0.9959798587474796
gratitùdin,0.9888017417323625,0.9883860281055686,0.9886871818805606,0.9886871818805606,0.9860927586807027,0.986905225104423,0.9999999999999991,0.9944513964389378,0.9999999999999991,0.9944513964389378,0.9846138507285163,0.9846138507285163,0.9860927586807027,0.986905225104423,0.9999999999999991,0.9944513964389378,0.9599164875407601,0.9599164875407601,0.9599164875407601,0.9856160981510365,0.9886405010170775,0.9852450039174118,0.9812401980926236,0.9806086399548838,0.9886405010170775,0.9852450039174118,0.9771526737021022,0.9771526737021022,0.9863664515023027,0.9848385600475842,0.9869335847951325,0.9869335847951325,0.9875125750118589,0.9875125750118589,0.9875125750118589,0.9855450621669389,0.9859133627552826,0.9859133627552826,0.984686877588327,0.984686877588327,0.9888017905814591,0.9888017905814591,0.9854371474445327,0.9854371474445327,0.9841917969520247,0.9884165728566428
gratitudine,0.9933031301864229,0.9933529170040023,0.9937310156998171,0.9937310156998171,0.992053222927701,0.9917985003267002,0.9944513964389378,0.9999999999999997,0.9944513964389378,0.9999999999999997,0.9912262098644522,0.9912262098644522,0.992053222927701,0.9917985003267002,0.9944513964389378,0.9999999999999997,0.9645554717785346,0.9645554717785346,0.9645554717785346,0.9916154024462432,0.9925474662703921,0.9898261885160627,0.9863472284420512,0.9847982084557384,0.9925474662703921,0.9898261885160627,0.9808722214420753,0.9808722214420753,0.9922049070164075,0.9900569194785762,0.9924887548954794,0.9924887548954794,0.9930020593808795,0.9930020593808795,0.9930020593808795,0.9913218743757657,0.9920397823932391,0.9920397823932391,0.990965981896027,0.990965981896027,0.9934843959253624,0.9934843959253624,0.9904903865537418,0.9904903865537418,0.9910832796402007,0.9933405731232245
débit,0.9676463550308353,0.9667143048501602,0.9657827405257068,0.9657827405257068,0.9661744632187718,0.9652397515158828,0.9599164875407601,0.9645554717785346,0.9599164875407601,0.9645554717785346,0.9642930999977661,0.9642930999977661,0.9661744632187718,0.9652397515158828,0.9599164875407601,0.9645554717785346,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9787058409926508,0.9645051876734589,0.9619014421629892,0.9638681037240067,0.96398073839763,0.9645051876734589,0.9619014421629892,0.9573114641550551,0.9573114641550551,0.9777399896372287,0.9728763076529012,0.9661089393441608,0.9661089393441608,0.967331462886777,0.967331462886777,0.967331462886777,0.9673569673589026,0.9668724186697468,0.9668724186697468,0.9667160291525627,0.9667160291525627,0.9660418300035917,0.9660418300035917,0.9667536967877697,0.9667536967877697,0.9661261986934597,0.9674905625949975
débit,0.9676463550308353,0.9667143048501602,0.9657827405257068,0.9657827405257068,0.9661744632187718,0.9652397515158828,0.9599164875407601,0.9645554717785346,0.9599164875407601,0.9645554717785346,0.9642930999977661,0.9642930999977661,0.9661744632187718,0.9652397515158828,0.9599164875407601,0.9645554717785346,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9787058409926508,0.9645051876734589,0.9619014421629892,0.9638681037240067,0.96398073839763,0.9645051876734589,0.9619014421629892,0.9573114641550551,0.9573114641550551,0.9777399896372287,0.9728763076529012,0.9661089393441608,0.9661089393441608,0.967331462886777,0.967331462886777,0.967331462886777,0.9673569673589026,0.9668724186697468,0.9668724186697468,0.9667160291525627,0.9667160291525627,0.9660418300035917,0.9660418300035917,0.9667536967877697,0.9667536967877697,0.9661261986934597,0.9674905625949975
débit,0.9676463550308353,0.9667143048501602,0.9657827405257068,0.9657827405257068,0.9661744632187718,0.9652397515158828,0.9599164875407601,0.9645554717785346,0.9599164875407601,0.9645554717785346,0.9642930999977661,0.9642930999977661,0.9661744632187718,0.9652397515158828,0.9599164875407601,0.9645554717785346,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9787058409926508,0.9645051876734589,0.9619014421629892,0.9638681037240067,0.96398073839763,0.9645051876734589,0.9619014421629892,0.9573114641550551,0.9573114641550551,0.9777399896372287,0.9728763076529012,0.9661089393441608,0.9661089393441608,0.967331462886777,0.967331462886777,0.967331462886777,0.9673569673589026,0.9668724186697468,0.9668724186697468,0.9667160291525627,0.9667160291525627,0.9660418300035917,0.9660418300035917,0.9667536967877697,0.9667536967877697,0.9661261986934597,0.9674905625949975
débiti,0.9931239678487975,0.9925987312709922,0.9920205596428658,0.9920205596428658,0.9922563448644339,0.9921035376485005,0.9856160981510365,0.9916154024462432,0.9856160981510365,0.9916154024462432,0.9914360479715294,0.9914360479715294,0.9922563448644339,0.9921035376485005,0.9856160981510365,0.9916154024462432,0.9787058409926508,0.9787058409926508,0.9787058409926508,0.9999999999999996,0.9914893965743646,0.9895235339296269,0.9873891679410118,0.9869976136624761,0.9914893965743646,0.9895235339296269,0.9825853315790212,0.9825853315790212,0.9970041290317149,0.9937645878022573,0.9922562020205795,0.9922562020205795,0.9931759987335593,0.9931759987335593,0.9931759987335593,0.992659004695117,0.9928900777454284,0.9928900777454284,0.9912881142681862,0.9912881142681862,0.9921687316024039,0.9921687316024039,0.991686656698052,0.991686656698052,0.9922051391174076,0.9939305235927318
obligaziån,0.9941942559459207,0.9937230401525113,0.9945166661527939,0.9945166661527939,0.9929537787631686,0.994625654853416,0.9886405010170775,0.9925474662703921,0.9886405010170775,0.9925474662703921,0.9921300744580976,0.9921300744580976,0.9929537787631686,0.994625654853416,0.9886405010170775,0.9925474662703921,0.9645051876734589,0.9645051876734589,0.9645051876734589,0.9914893965743646,0.9999999999999997,0.9941475310244615,0.9910521016173613,0.988094050736433,0.9999999999999997,0.9941475310244615,0.9860168519489366,0.9860168519489366,0.9917896690432153,0.9915153941367811,0.9930159841220493,0.9930159841220493,0.9932629912000738,0.9932629912000738,0.9932629912000738,0.9937565058915716,0.9924000387216672,0.9924000387216672,0.9919023284048804,0.9919023284048804,0.9926785917087405,0.9926785917087405,0.9919522384897486,0.9919522384897486,0.9919047719697602,0.9944027131163813
obligaziòun,0.9921979770487882,0.9929204391431408,0.9916801272842437,0.9916801272842437,0.9918382312695868,0.9930173626500435,0.9852450039174118,0.9898261885160627,0.9852450039174118,0.9898261885160627,0.9907638483998101,0.9907638483998101,0.9918382312695868,0.9930173626500435,0.9852450039174118,0.9898261885160627,0.9619014421629892,0.9619014421629892,0.9619014421629892,0.9895235339296269,0.9941475310244615,0.9999999999999994,0.9894841124164692,0.9884776069558643,0.9941475310244615,0.9999999999999994,0.9864810027048343,0.9864810027048343,0.9895748277790964,0.9893642658442467,0.9922672765975504,0.9922672765975504,0.9907760231763734,0.9907760231763734,0.9907760231763734,0.9920046660969744,0.9898897115455279,0.9898897115455279,0.9893031233724838,0.9893031233724838,0.9901342503053558,0.9901342503053558,0.9900141005636036,0.9900141005636036,0.9898578550704096,0.993059020515186
obligâ,0.9898237553386044,0.9893629113440519,0.9884607208263785,0.9884607208263785,0.9906923816271673,0.9919271866033459,0.9812401980926236,0.9863472284420512,0.9812401980926236,0.9863472284420512,0.9873579640776143,0.9873579640776143,0.9906923816271673,0.9919271866033459,0.9812401980926236,0.9863472284420512,0.9638681037240067,0.9638681037240067,0.9638681037240067,0.9873891679410118,0.9910521016173613,0.9894841124164692,0.9999999999999989,0.9860802521883237,0.9910521016173613,0.9894841124164692,0.9843022224962534,0.9843022224962534,0.9881461277484097,0.9878777356991848,0.9904255908791322,0.9904255908791322,0.9889363584273384,0.9889363584273384,0.9889363584273384,0.9910370317142222,0.9877872702315668,0.9877872702315668,0.9871846167751637,0.9871846167751637,0.9873709459964759,0.9873709459964759,0.9893754090969188,0.9893754090969188,0.9873928891427098,0.9896346596349914
obligê,0.9892580919736722,0.9906453686322407,0.9889575746091842,0.9889575746091842,0.9900129710429405,0.9899696630437678,0.9806086399548838,0.9847982084557384,0.9806086399548838,0.9847982084557384,0.9857794943555842,0.9857794943555842,0.9900129710429405,0.9899696630437678,0.9806086399548838,0.9847982084557384,0.96398073839763,0.96398073839763,0.96398073839763,0.9869976136624761,0.988094050736433,0.9884776069558643,0.9860802521883237,0.9999999999999996,0.988094050736433,0.9884776069558643,0.985598933472932,0.985598933472932,0.9867427476363585,0.9874785731626362,0.9896483188767982,0.9896483188767982,0.988140547226239,0.988140547226239,0.988140547226239,0.9889031270401363,0.9871370209712027,0.9871370209712027,0.9867248473947795,0.9867248473947795,0.9872222004074723,0.9872222004074723,0.9877703684440395,0.9877703684440395,0.9867201750399587,0.9879368783909194
obligaziån,0.9941942559459207,0.9937230401525113,0.9945166661527939,0.9945166661527939,0.9929537787631686,0.994625654853416,0.9886405010170775,0.9925474662703921,0.9886405010170775,0.9925474662703921,0.9921300744580976,0.9921300744580976,0.9929537787631686,0.994625654853416,0.9886405010170775,0.9925474662703921,0.9645051876734589,0.9645051876734589,0.9645051876734589,0.9914893965743646,0.9999999999999997,0.9941475310244615,0.9910521016173613,0.988094050736433,0.9999999999999997,0.9941475310244615,0.9860168519489366,0.9860168519489366,0.9917896690432153,0.9915153941367811,0.9930159841220493,0.9930159841220493,0.9932629912000738,0.9932629912000738,0.9932629912000738,0.9937565058915716,0.9924000387216672,0.9924000387216672,0.9919023284048804,0.9919023284048804,0.9926785917087405,0.9926785917087405,0.9919522384897486,0.9919522384897486,0.9919047719697602,0.9944027131163813
obligaziòun,0.9921979770487882,0.9929204391431408,0.9916801272842437,0.9916801272842437,0.9918382312695868,0.9930173626500435,0.9852450039174118,0.9898261885160627,0.9852450039174118,0.9898261885160627,0.9907638483998101,0.9907638483998101,0.9918382312695868,0.9930173626500435,0.9852450039174118,0.9898261885160627,0.9619014421629892,0.9619014421629892,0.9619014421629892,0.9895235339296269,0.9941475310244615,0.9999999999999994,0.9894841124164692,0.9884776069558643,0.9941475310244615,0.9999999999999994,0.9864810027048343,0.9864810027048343,0.9895748277790964,0.9893642658442467,0.9922672765975504,0.9922672765975504,0.9907760231763734,0.9907760231763734,0.9907760231763734,0.9920046660969744,0.9898897115455279,0.9898897115455279,0.9893031233724838,0.9893031233724838,0.9901342503053558,0.9901342503053558,0.9900141005636036,0.9900141005636036,0.9898578550704096,0.993059020515186
dvé,0.9856394361147384,0.986428696347028,0.9830357772680864,0.9830357772680864,0.9845421323678544,0.987529270457179,0.9771526737021022,0.9808722214420753,0.9771526737021022,0.9808722214420753,0.9842009633475478,0.9842009633475478,0.9845421323678544,0.987529270457179,0.9771526737021022,0.9808722214420753,0.9573114641550551,0.9573114641550551,0.9573114641550551,0.9825853315790212,0.9860168519489366,0.9864810027048343,0.9843022224962534,0.985598933472932,0.9860168519489366,0.9864810027048343,1.0,1.0,0.9816906347728825,0.9822115856831406,0.9864500078968004,0.9864500078968004,0.9837337564082314,0.9837337564082314,0.9837337564082314,0.9864980934300664,0.9822458858983114,0.9822458858983114,0.9825530542790131,0.9825530542790131,0.982991960024165,0.982991960024165,0.9840575604822213,0.9840575604822213,0.9815734703548745,0.9854638463727083
dvê,0.9856394361147384,0.986428696347028,0.9830357772680864,0.9830357772680864,0.9845421323678544,0.987529270457179,0.9771526737021022,0.9808722214420753,0.9771526737021022,0.9808722214420753,0.9842009633475478,0.9842009633475478,0.9845421323678544,0.987529270457179,0.9771526737021022,0.9808722214420753,0.9573114641550551,0.9573114641550551,0.9573114641550551,0.9825853315790212,0.9860168519489366,0.9864810027048343,0.9843022224962534,0.985598933472932,0.9860168519489366,0.9864810027048343,1.0,1.0,0.9816906347728825,0.9822115856831406,0.9864500078968004,0.9864500078968004,0.9837337564082314,0.9837337564082314,0.9837337564082314,0.9864980934300664,0.9822458858983114,0.9822458858983114,0.9825530542790131,0.9825530542790131,0.982991960024165,0.982991960024165,0.9840575604822213,0.9840575604822213,0.9815734703548745,0.9854638463727083
débitê,0.9947686578957853,0.9934592325976966,0.993831790358136,0.993831790358136,0.9931486576507234,0.9928610380114523,0.9863664515023027,0.9922049070164075,0.9863664515023027,0.9922049070164075,0.9908566617128026,0.9908566617128026,0.9931486576507234,0.9928610380114523,0.9863664515023027,0.9922049070164075,0.9777399896372287,0.9777399896372287,0.9777399896372287,0.9970041290317149,0.9917896690432153,0.9895748277790964,0.9881461277484097,0.9867427476363585,0.9917896690432153,0.9895748277790964,0.9816906347728825,0.9816906347728825,1.0000000000000002,0.9945136828010308,0.9931974486715329,0.9931974486715329,0.9942944169473886,0.9942944169473886,0.9942944169473886,0.9934516272968772,0.9932396352970392,0.9932396352970392,0.9921349427799188,0.9921349427799188,0.9928699159449069,0.9928699159449069,0.9927476371958064,0.9927476371958064,0.9925630193521887,0.993586915023547
débitêr,0.9931043929576713,0.9922994298553174,0.9920190871417836,0.9920190871417836,0.9936217152709738,0.9927911989506174,0.9848385600475842,0.9900569194785762,0.9848385600475842,0.9900569194785762,0.9912318830945946,0.9912318830945946,0.9936217152709738,0.9927911989506174,0.9848385600475842,0.9900569194785762,0.9728763076529012,0.9728763076529012,0.9728763076529012,0.9937645878022573,0.9915153941367811,0.9893642658442467,0.9878777356991848,0.9874785731626362,0.9915153941367811,0.9893642658442467,0.9822115856831406,0.9822115856831406,0.9945136828010308,0.9999999999999999,0.99306882726347,0.99306882726347,0.9945290483992277,0.9945290483992277,0.9945290483992277,0.993966950888749,0.9933734430971816,0.9933734430971816,0.9921523490700415,0.9921523490700415,0.991566755021363,0.991566755021363,0.9952520083196144,0.9952520083196144,0.9920046973565417,0.9932100172354806
scusévol,0.995713229485404,0.9953571004384265,0.994150316737109,0.994150316737109,0.9964265497373476,0.9964400226410924,0.9869335847951325,0.9924887548954794,0.9869335847951325,0.9924887548954794,0.9944486796076142,0.9944486796076142,0.9964265497373476,0.9964400226410924,0.9869335847951325,0.9924887548954794,0.9661089393441608,0.9661089393441608,0.9661089393441608,0.9922562020205795,0.9930159841220493,0.9922672765975504,0.9904255908791322,0.9896483188767982,0.9930159841220493,0.9922672765975504,0.9864500078968004,0.9864500078968004,0.9931974486715329,0.99306882726347,0.9999999999999994,0.9999999999999994,0.9972366914060171,0.9972366914060171,0.9972366914060171,0.9971295973977068,0.995910427287317,0.995910427287317,0.9964260876009697,0.9964260876009697,0.9953222060053372,0.9953222060053372,0.9949025039517867,0.9949025039517867,0.9939774634380093,0.9955357253977954
scusévol,0.995713229485404,0.9953571004384265,0.994150316737109,0.994150316737109,0.9964265497373476,0.9964400226410924,0.9869335847951325,0.9924887548954794,0.9869335847951325,0.9924887548954794,0.9944486796076142,0.9944486796076142,0.9964265497373476,0.9964400226410924,0.9869335847951325,0.9924887548954794,0.9661089393441608,0.9661089393441608,0.9661089393441608,0.9922562020205795,0.9930159841220493,0.9922672765975504,0.9904255908791322,0.9896483188767982,0.9930159841220493,0.9922672765975504,0.9864500078968004,0.9864500078968004,0.9931974486715329,0.99306882726347,0.9999999999999994,0.9999999999999994,0.9972366914060171,0.9972366914060171,0.9972366914060171,0.9971295973977068,0.995910427287317,0.995910427287317,0.9964260876009697,0.9964260876009697,0.9953222060053372,0.9953222060053372,0.9949025039517867,0.9949025039517867,0.9939774634380093,0.9955357253977954
