,ପ୍ରଶଂସା,କୃତଜ୍ଞ,କୃତଜ୍ଞତା,କୃତଜ୍ଞତା,ଧନ୍ୟବାଦ,କୃତଜ୍ଞ,କୃତଜ୍ଞତା,ଗଣନା କରିବା,ଋଣବାନ୍ତ,ଋଣୀ,ଋଣବଦ୍ଧତା,ବାଧ୍ୟତା,ଆବଶ୍ୟକତାବାଧ୍ୟ,ବାଧ୍ୟ,ବାଧ୍ୟତା,ଋଣୀ,ଅପୂରଣ ଥିବା,ଋଣ ଅଛି,ଋଣିତ ହେବା,କ୍ଷମାପ୍ରାର୍ଥୀ,ମାଫିମାନା,ମାଫି,ଦୁଃଖ,କ୍ଷମା ମାଗିବା,କ୍ଷମା କରନ୍ତୁ,ମୋତେ କ୍ଷମା କରନ୍ତୁ,କ୍ଷମା କରନ୍ତୁ
ଋଣବଦ୍ଧତା,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9969010283935453,0.9956998922967599,0.9969010283935453
ବାଧ୍ୟତା,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9969010283935453,0.9956998922967599,0.9969010283935453
ଆବଶ୍ୟକତାବାଧ୍ୟ,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9969010283935453,0.9956998922967599,0.9969010283935453
ବାଧ୍ୟ,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9969010283935453,0.9956998922967599,0.9969010283935453
ବାଧ୍ୟତା,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9969010283935453,0.9956998922967599,0.9969010283935453
ଋଣୀ,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9969010283935453,0.9956998922967599,0.9969010283935453
ଅପୂରଣ ଥିବା,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999998,0.9999999999999988,0.9996828915611496,0.9999999999999988
ଋଣ ଅଛି,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999998,0.9999999999999988,0.9996828915611496,0.9999999999999988
ଋଣିତ ହେବା,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999998,0.9999999999999988,0.9996828915611496,0.9999999999999988
କ୍ଷମାପ୍ରାର୍ଥୀ,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935443,0.9969010283935453,0.9956998922967599,0.9969010283935453
ମାଫିମାନା,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935443,0.9969010283935453,0.9956998922967599,0.9969010283935453
ମାଫି,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935443,0.9969010283935453,0.9956998922967599,0.9969010283935453
ଦୁଃଖ,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935453,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9969010283935443,0.9969010283935453,0.9956998922967599,0.9969010283935453
କ୍ଷମା ମାଗିବା,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9969010283935443,0.9999999999999998,0.9999999999999988,0.9996828915611496,0.9999999999999988
କ୍ଷମା କରନ୍ତୁ,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9999999999999988,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9999999999999998,0.9996828915611498,0.9999999999999998
ମୋତେ କ୍ଷମା କରନ୍ତୁ,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9996828915611496,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9996828915611496,0.9996828915611496,0.9996828915611496,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9956998922967599,0.9996828915611496,0.9996828915611498,0.9999999999999996,0.9996828915611498
କ୍ଷମା କରନ୍ତୁ,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9999999999999988,0.9999999999999988,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9969010283935453,0.9999999999999988,0.9999999999999998,0.9996828915611498,0.9999999999999998
