,ಮೆಚ್ಚುಗೆ,ಮೆಚ್ಚುಗೆ,ಕೃತಜ್ಞ,ಕೃತಜ್ಞತೆ,ಕೃತಜ್ಞತೆ,ಧನ್ಯವಾದ,ಕೃತಜ್ಞ,ಕೃತಜ್ಞತೆ,ಋಣಿಯು,ಸಾಲದವರು,ಸಾಲಬಾಧ್ಯತೆ,ಬಾಧ್ಯತೆ,ಕೃತಜ್ಞ,ಬಾಧ್ಯತೆಯು,ಬಾಧ್ಯತೆ,ಋಣಿಯಾಗಿರುವುದು,ಋಣ ಬಾಕಿ,ಸಾಲ ಹೊಂದಿರುವುದು,ಸಾಲ ಬಾಕಿ,ಕ್ಷಮೆಯಾಚಿಸುವ,ಕ್ಷಮೆಯಾಚನೆಗಳು,ಕ್ಷಮೆಯಾಚಿಸು,ಕ್ಷಮೆಯಾಚನೆ,ಕ್ಷಮಿಸಿ,ಮನ್ನಿಸು,ವಿಷಾದ,ಕ್ಷಮಿಸಿ
ಸಾಲ ಹೊಂದಿರುವುದು,0.9956036556785586,0.9956036556785586,0.9907113465542878,0.994126107797341,0.994126107797341,0.9933233628113037,0.9907113465542878,0.994126107797341,0.9882030174505676,0.9950799234626407,0.9966774647442266,0.9956074000323264,0.9907113465542878,0.9954686572150746,0.9956074000323264,0.9959362501627775,0.9944815175379759,0.9999999999999997,0.9936212005298559,0.9949784448414183,0.9922630949098787,0.9945335602336127,0.9936512441677168,0.9948622201296075,0.9948412226094351,0.9938697219824806,0.9948622201296077
ಸಾಲ ಬಾಕಿ,0.9950587419300262,0.9950587419300262,0.9932370452711811,0.9925285349835923,0.9925285349835923,0.9894486249079157,0.9932370452711811,0.9925285349835923,0.9817178385108801,0.9918157840882951,0.9958267442256794,0.9939795695405483,0.9932370452711811,0.9929910910828333,0.9939795695405483,0.991376270195631,0.9965640778792421,0.9936212005298559,0.9999999999999998,0.9925148033388411,0.993897977061707,0.9933706309350511,0.994723971431997,0.9946638909813649,0.9924559355512105,0.9941738999497417,0.9946638909813659
ಕ್ಷಮೆಯಾಚಿಸುವ,0.9955701529853079,0.9955701529853079,0.9912863693267672,0.9953676666053939,0.9953676666053939,0.9963221305532234,0.9912863693267672,0.9953676666053939,0.9900656244972893,0.9930092331405486,0.9953016106484643,0.9950211088998361,0.9912863693267672,0.994331757336868,0.9950211088998361,0.9949209422072444,0.9957339487105401,0.9949784448414183,0.9925148033388411,0.9999999999999999,0.9938391140338069,0.9967085761493268,0.9965837713419972,0.9963547909980551,0.9956711785314656,0.9958029804835477,0.9963547909980547
ಕ್ಷಮೆಯಾಚನೆಗಳು,0.9956434852068178,0.9956434852068178,0.9954492658545587,0.995715316358424,0.995715316358424,0.9904943112834295,0.9954492658545587,0.995715316358424,0.9837864275308151,0.9889777139175235,0.996110644498764,0.9943909482315908,0.9954492658545587,0.9948169532135278,0.9943909482315908,0.9934860433912865,0.9960063036662352,0.9922630949098787,0.993897977061707,0.9938391140338069,0.9999999999999994,0.9954825211071466,0.9970935137550081,0.9944835177717292,0.992040825455673,0.993174894891421,0.9944835177717289
ಕ್ಷಮೆಯಾಚಿಸು,0.9956801139170357,0.9956801139170357,0.9933620046925269,0.9964310216682701,0.9964310216682701,0.9945023270771848,0.9933620046925269,0.9964310216682701,0.9877959747815012,0.9927772913095436,0.9968303354201419,0.995056313049028,0.9933620046925269,0.9955621069739419,0.995056313049028,0.9948534652473054,0.9966857169313134,0.9945335602336127,0.9933706309350511,0.9967085761493268,0.9954825211071466,0.9999999999999993,0.9966047333915252,0.9969267349280018,0.9969791375096081,0.9955068968129247,0.9969267349280011
ಕ್ಷಮೆಯಾಚನೆ,0.9967723250934941,0.9967723250934941,0.9946676549728531,0.9967633079040472,0.9967633079040472,0.9940927054954765,0.9946676549728531,0.9967633079040472,0.9860929323704879,0.9913048663596428,0.9960926904649762,0.9953982342048128,0.9946676549728531,0.9951006014235974,0.9953982342048128,0.9940264816683821,0.9972193229430827,0.9936512441677168,0.994723971431997,0.9965837713419972,0.9970935137550081,0.9966047333915252,0.9999999999999994,0.9960385073552531,0.994588627098011,0.9955470902307252,0.9960385073552519
ಕ್ಷಮಿಸಿ,0.9958142272245842,0.9958142272245842,0.9933099415744628,0.9950083131278398,0.9950083131278398,0.9941021587499372,0.9933099415744628,0.9950083131278398,0.9876466643257253,0.9942463053790982,0.996556360477539,0.9951939819152263,0.9933099415744628,0.9942960826229088,0.9951939819152263,0.9940769273537368,0.9963564995023233,0.9948622201296075,0.9946638909813649,0.9963547909980551,0.9944835177717292,0.9969267349280018,0.9960385073552531,0.9999999999999998,0.9960590603651921,0.9968649513830945,0.9999999999999998
ಮನ್ನಿಸು,0.996307416497443,0.996307416497443,0.9909422200458871,0.9949184154700811,0.9949184154700811,0.9951063534516529,0.9909422200458871,0.9949184154700811,0.987192576302246,0.9941204045834937,0.9957866619139708,0.995578869869607,0.9909422200458871,0.9947558986666675,0.995578869869607,0.9939927348530165,0.9953445858585875,0.9948412226094351,0.9924559355512105,0.9956711785314656,0.992040825455673,0.9969791375096081,0.994588627098011,0.9960590603651921,0.9999999999999994,0.9953968653424858,0.9960590603651923
ವಿಷಾದ,0.9951685164813376,0.9951685164813376,0.9936888193305096,0.9945504695440958,0.9945504695440958,0.9943837209362776,0.9936888193305096,0.9945504695440958,0.9866953695280486,0.9950199178904964,0.9952799599720064,0.994445531514977,0.9936888193305096,0.9933348297608031,0.994445531514977,0.9929084185790523,0.9955972754693353,0.9938697219824806,0.9941738999497417,0.9958029804835477,0.993174894891421,0.9955068968129247,0.9955470902307252,0.9968649513830945,0.9953968653424858,0.9999999999999997,0.996864951383095
ಕ್ಷಮಿಸಿ,0.9958142272245842,0.9958142272245842,0.9933099415744628,0.9950083131278398,0.9950083131278398,0.9941021587499372,0.9933099415744628,0.9950083131278398,0.9876466643257253,0.9942463053790982,0.996556360477539,0.9951939819152263,0.9933099415744628,0.9942960826229088,0.9951939819152263,0.9940769273537368,0.9963564995023243,0.9948622201296077,0.9946638909813659,0.9963547909980547,0.9944835177717289,0.9969267349280011,0.9960385073552519,0.9999999999999998,0.9960590603651923,0.996864951383095,1.0
